,0
1926,любчик
1927,≥ванко
1928,ци
1929,пара
1930,Їк
1931,бог
1932,даст
1933,солодашко
1934,ой
1935,великий
1936,п≥зьму
1937,серц≥
1938,старин€
1939,набутис€
1940,око
1941,темн≥ти
1942,груз
1943,топ≥рець
1944,земл€
1945,требую
1946,њхнею
1947,згода
1948,най
1949,хотЇ
1950,роб'Ї
1951,ой
1952,мой
1953,мой
1954,шо
1955,говорити
1956,шо
1957,чути
1958,душко
1959,наче
1960,зл≥сть
1961,старин≥
1962,танець
1963,вимахувати
1964,д≥вка
1965,пост≥л
1966,розс≥дались
1967,складатис€
1968,думати
1969,≥ван
1970,газд≥вство
1971,руйнувалось
1972,коло
1973,робити
1974,йти
1975,найми
1976,жура
1977,гризти
1978,≥ван
1979,мусити
1980,йти
1981,полонина
1982,мар≥чко
1983,сумувати
1984,заздалег≥дь
1985,шо
1986,йти
1987,≥ванка
1988,пок≥рно
1989,обзивалась
1990,мар≥чка
1991,дол€
1992,судитис€
1993,сп≥ванка
1994,косичила
1995,розлученн€
1996,жалко
1997,надовго
1998,перервутьс€
1999,њхн≥й
2000,стр≥ч≥
2001,тихий
2002,л≥с
2003,об≥ймати
2004,ши€
2005,≥ван
2006,тул€чи
2007,лице
2008,б≥л€вий
2009,головка
2010,стиха
2011,сп≥вати
2012,вухом
2013,≥згадай
2014,мн≥
2015,миленький
2016,раз
2017,днина
2018,≥згадаю
2019,година
2020,≥згадаЇш
2021,≥згадаю
2022,мар≥чко
2023,н≥чьо
2024,пот≥шала
2025,меш
2026,сарака
2027,в≥вчарити
2028,му
2029,с≥но
2030,робити
2031,вил≥зу
2032,копицу
2033,си
2034,подивлю
2035,гора
2036,полонинка
2037,затремб≥тай
2038,почути
2039,муть
2040,мр€ки
2041,с≥дати
2042,гора
2043,с€ду
2044,си
2045,заплатити
2046,видно
2047,пробуваЇ
2048,милий
2049,погожу
2050,н≥чка
2051,зазор≥ти
2052,небо
2053,му
2054,дивитись
2055,котрий
2056,з≥рка
2057,полонинков
2058,тоту
2059,бачити
2060,≥ванко
2061,сп≥вати
2062,залишити
2063,чьому
2064,сп≥вати
2065,мар≥чка
2066,втрачай
2067,весел≥сть
2068,си
2069,хутко
2070,поверну
2071,сумно
2072,голова
2073,хитати
2074,сп≥ваночка
2075,милий
2076,под≥€
2077,сп≥ваночка
2078,гора
2079,пос≥ю
2080,стиха
2081,об≥звалась
2082,мар≥чка
2083,гой
2084,мете
2085,сп≥ваночка
2086,гора
2087,сп≥вати
2088,си
2089,молоденький
2090,сльоза
2091,вмивати
2092,мар≥чка
2093,з≥тхнути
2094,сумн≥ше
2095,додати
2096,ой
2097,добрий
2098,дол€
2099,позбираю
2100,лихий
2101,дол€
2102,занехаю
2103,отак
2104,занехаю
2105,≥ван
2106,слухати
2107,тоненький
2108,д≥вочий
2109,голос
2110,думати
2111,зас≥€ти
2112,гора
2113,сп≥ванка
2114,св≥й
2115,сп≥вати
2116,л≥с
2117,с≥ножать
2118,ірунь
2119,полонина
2120,дзвонити
2121,пот≥к
2122,висп≥вувати
2123,сонце
2124,прийти
2125,повернути
2126,знов
2127,позбираЇ
2128,сп≥ванка
2129,одбуть
2130,вес≥лл€
2131,теплий
2132,весн€ний
2133,ранок
2134,≥ван
2135,≥ти
2136,полонина
2137,л≥с
2138,дихати
2139,холодок
2140,г≥рський
2141,вода
2142,шум≥ти
2143,ск≥к
2144,плай
2145,рад≥сно
2146,п≥д≥йматис€
2147,угору
2148,пом≥ж
2149,воринн€
2150,т€жко
2151,покидати
2152,мар≥чка
2153,сонце
2154,шумливий
2155,зелений
2156,вол€
2157,п≥дпирати
2158,верх
2159,небо
2160,вливати
2161,бадьор≥сть
2162,легко
2163,стрибати
2164,кам≥нь
2165,кам≥нь
2166,наче
2167,г≥рський
2168,пот≥к
2169,в≥тати
2170,стр≥чний
2171,аби
2172,почути
2173,св≥й
2174,голос
2175,слава
2176,≥сусу
2177,нав≥ки
2178,слава
2179,далекий
2180,горб
2181,самот≥ли
2182,тихий
2183,гуцульський
2184,оседок
2185,вишнев≥
2186,од
2187,смерековий
2188,дим
2189,€кий
2190,прокурились
2191,гострий
2192,дашок
2193,обор≥г
2194,запашний
2195,с≥но
2196,долина
2197,кучер€вий
2198,черемош
2199,сердито
2200,поблискувати
2201,сивина
2202,св≥тив
2203,поп≥д
2204,скел€
2205,недобрий
2206,зелений
2207,вогонь
2208,переход€чи
2209,пот≥к
2210,пот≥к
2211,минаючи
2212,хмурий
2213,л≥с
2214,озивалась
2215,час
2216,дзв≥нок
2217,корова
2218,б≥лиц€
2219,сипати
2220,смерека
2221,об'њдки
2222,шишка
2223,≥ван
2224,п≥д≥йматис€
2225,вище
2226,сонце
2227,починати
2228,пекти
2229,кам'€нистий
2230,дор≥жка
2231,мулила
2232,нога
2233,хата
2234,попадатис€
2235,р≥дше
2236,черемош
2237,прост€гтис€
2238,долина
2239,ср≥бний
2240,нитка
2241,шум
2242,сюди
2243,доходити
2244,л≥с
2245,уступати
2246,м≥сце
2247,г≥рський
2248,с≥ножать
2249,м'€кий
2250,повний
2251,≥ван
2252,брова
2253,серед
2254,озеро
2255,кв≥тка
2256,нагинаючись
2257,час
2258,закосичити
2259,кресаню
2260,жмуток
2261,червоний
2262,грань
2263,бл≥дий
2264,в≥нок
2265,нев≥стулька
2266,западалис€
2267,б≥к
2268,гора
2269,глибокий
2270,чорний
2271,≥зв≥р
2272,зв≥дки
2273,родитис€
2274,холодний
2275,пот≥к
2276,ступати
2277,людський
2278,нога
2279,плекавс€
2280,бурий
2281,ведм≥дь
2282,страшний
2283,ворог
2284,маржина
2285,вуйко
2286,вода
2287,попадалас€
2288,р≥дше
2289,припадати
2290,знаходити
2291,пот≥к
2292,холодний
2293,кришталь
2294,омивати
2295,десь
2296,жовтий
2297,корн≥
2298,смерека
2299,сюди
2300,приносити
2301,гом≥н
2302,л≥с
2303, оло
2304,такий
2305,поточок
2306,€кийсь
2307,добрий
2308,душа
2309,лишати
2310,горн€тко
2311,коновочка
2312,гусл€нки
2313,стежка
2314,вести
2315,кудись
2316,лом
2317,гнити
2318,одна
2319,голь
2320,колючий
2321,смерека
2322,кора
2323,хвоњ
2324,к≥ст€к
2325,пусто
2326,дико
2327,л≥совий
2328,кладовище
2329,забутий
2330,бог
2331,людина
2332,лиш
2333,готури
2334,гут≥ли
2335,витис€
2336,гадюка
2337,тиша
2338,великий
2339,спок≥й
2340,природа
2341,строг≥сть
2342,сума
2343,плече
2344,≥ван
2345,росливже
2346,гора
2347,голуб≥ти
2348,удалин≥
2349,орел
2350,зд≥ймавс€
2351,кам'€ний
2352,шпиц€
2353,благословл€ючи
2354,широкий
2355,розмах
2356,крило
2357,чутис€
2358,холодний
2359,полонинський
2360,диханн€
2361,розростатис€
2362,небо
2363,зам≥сть
2364,л≥с
2365,славс€
2366,земл€
2367,жереп
2368,чорний
2369,килим
2370,повзучий
2371,смерека
2372,€кий
2373,плутались
2374,нога
2375,мхи
2376,од€гати
2377,кам≥нь
2378,зелений
2379,шовк
2380,далекий
2381,гора
2382,одкривали
2383,одним
2384,верх
2385,вигинали
2386,хребет
2387,вставати
2388,хвил€
2389,син≥й
2390,море
2391,здаватис€
2392,морський
2393,бурун
2394,застигти
2395,мить
2396,бур€
2397,п≥дн€ти
2398,дно
2399,кинути
2400,земл€
2401,залл€ти
2402,св≥т
2403,син≥й
2404,хмара
2405,п≥дпирати
2406,край
2407,небо
2408,буковинський
2409,верх
2410,оповились
2411,блакить
2412,близький
2413,синиц€
2414,дземброн€
2415,б≥лий
2416,кобила
2417,куритис€
2418,≥грець
2419,колола
2420,небо
2421,гострий
2422,шпиль
2423,говерл€
2424,чорногор
2425,важкий
2426,св≥й
2427,т≥ло
2428,давила
2429,земл€
2430,полонина
2431,сто€ти
2432,с≥й
2433,високий
2434,лука
2435,вкритий
2436,густий
2437,трава
2438,блакитний
2439,море
2440,збурений
2441,гора
2442,обл€ло
2443,≥ван
2444,широкий
2445,коло
2446,здаватис€
2447,безконечний
2448,син≥
2449,вали
2450,таки
2451,≥ти
2452,готовий
2453,впасти
2454,нога
2455,в≥тер
2456,гострий
2457,наточений
2458,бартка
2459,бити
2460,груди
2461,диханн€
2462,один
2463,зливалось
2464,диханн€
2465,гора
2466,горд≥сть
2467,обн€ти
2468,≥ван≥в
2469,душа
